state,server,size
Start,rebelstapi13,695063814
Start,rebelstapi14,1390129217
Start,QTXBOBLAST01,1718584135
end,rebelstapi13,349129948
end,rebelstapi14,698244306
end,QTXBOBLAST01,791560381
