state,server,size
Start,rebelstapi13,478733878
Start,rebelstapi14,957369757
Start,QTXBOBLAST01,1298777976
end,rebelstapi13,240244022
end,rebelstapi14,480422660
end,QTXBOBLAST01,573732151
state,server,size
Start,rebelstapi13,504632702
Start,rebelstapi14,1009233215
Start,QTXBOBLAST01,1367007736
end,rebelstapi13,253357274
end,rebelstapi14,506665685
end,QTXBOBLAST01,599975176
