state,server,size
Start,rebelstapi13,1147371958
Start,rebelstapi14,2294926007
Start,QTXBOBLAST01,2604008355
end,rebelstapi13,595207620
end,rebelstapi14,1190448804
end,QTXBOBLAST01,1283786400
