datastore,path,file,size,moddate
DEVAPP01_VOL10,[DEVAPP01_VOL10] greg-tst2k8-30/,greg-tst2k8-30_1.vmdk,75161927680,12/1/2015 13:02
QTXAPP01S1_VOL4,[QTXAPP01S1_VOL4] IACBATCH02/,IACBATCH02.vmdk,64424509440,10/13/2015 20:48
QTXAPP01S1_VOL4,[QTXAPP01S1_VOL4] IACBATCH02/,IACBATCH02_1.vmdk,64424509440,12/28/2015 16:56
DEVAPP01_VOL9,[DEVAPP01_VOL9] JT-scripttest/,JT-scripttest_1.vmdk,75161927680,2/24/2016 14:34
DEVAPP01_VOL9,[DEVAPP01_VOL9] JT-scripttest/,JT-scripttest_2.vmdk,75161927680,2/24/2016 14:34
DEVAPP01_VOL9,[DEVAPP01_VOL9] jt-scripttest2/,jt-scripttest2.vmdk,64424509440,2/24/2016 14:31
DEVAPP01_VOL9,[DEVAPP01_VOL9] jt-scripttest2/,jt-scripttest2_1.vmdk,64424509440,2/24/2016 14:31
QTXAPP02S1_VOL1,[QTXAPP02S1_VOL1] MAILSM1/,MAILSM1_1.vmdk,64424509440,11/5/2015 4:33
QTXAPP01S1_VOL3,[QTXAPP01S1_VOL3] MAILSM300/,MAILSM300_1.vmdk,64424509440,11/4/2015 5:38
QTXAPP01S1_VOL3,[QTXAPP01S1_VOL3] MAILSM300/,MAILSM300_2.vmdk,64424509440,11/4/2015 6:09
DEVAPP01_VOL3,[DEVAPP01_VOL3] mwprdtst12171/,mwprdtst12171.vmdk,64424509440,12/17/2015 23:49
DEVAPP01_VOL3,[DEVAPP01_VOL3] mwprdtst12181/,mwprdtst12181.vmdk,64424509440,12/18/2015 19:45
DEVAPP01_VOL9,[DEVAPP01_VOL9] mwtest12-15-1/,mwtest12-15-1.vmdk,64424509440,12/15/2015 17:13
DEVAPP01_VOL10,[DEVAPP01_VOL10] mwtest12-15-2/,mwtest12-15-2.vmdk,64424509440,12/15/2015 17:13
DEVAPP01_VOL10,[DEVAPP01_VOL10] mwtest12-15-3/,mwtest12-15-3.vmdk,64424509440,12/15/2015 18:28
DEVAPP01_VOL10,[DEVAPP01_VOL10] mwtest12-15-4/,mwtest12-15-4.vmdk,64424509440,12/15/2015 18:28
DEVAPP01_VOL9,[DEVAPP01_VOL9] mwtest12-15-5/,mwtest12-15-5.vmdk,64424509440,12/16/2015 23:20
DEVAPP01_VOL10,[DEVAPP01_VOL10] mwtest12-3-2/,mwtest12-3-2.vmdk,64424509440,12/4/2015 18:34
DEVAPP01_VOL9,[DEVAPP01_VOL9] mwtest12-3-3/,mwtest12-3-3.vmdk,64424509440,12/4/2015 18:30
DEVAPP01_VOL10,[DEVAPP01_VOL10] mwtest12-3-4/,mwtest12-3-4.vmdk,64424509440,12/4/2015 18:09
DEVAPP01_VOL9,[DEVAPP01_VOL9] mwtest12-3-5/,mwtest12-3-5.vmdk,64424509440,12/4/2015 17:58
DEVAPP01_VOL10,[DEVAPP01_VOL10] mwtest12-3-6/,mwtest12-3-6.vmdk,64424509440,12/4/2015 17:43
DEVAPP01_VOL9,[DEVAPP01_VOL9] mwtest12-4-1/,mwtest12-4-1.vmdk,64424509440,12/4/2015 19:36
DEVAPP01_VOL10,[DEVAPP01_VOL10] MWTMP126-1/,MWTMP126-1.vmdk,80530636800,1/28/2016 18:36
QTXAPP02S1_VOL2,[QTXAPP02S1_VOL2] QTMMAP10/,QTMMAP10_1.vmdk,72746008576,11/9/2015 4:32
QTXAPP02S1_VOL2,[QTXAPP02S1_VOL2] QTMMAP3/,QTMMAP3_1.vmdk,72746008576,12/3/2015 16:14
QTXAPP02S1_VOL1,[QTXAPP02S1_VOL1] QTMMAP4/,QTMMAP4_1.vmdk,72746008576,12/3/2015 16:15
QTXAPP02S1_VOL1,[QTXAPP02S1_VOL1] QTMMAP5/,QTMMAP5_1.vmdk,72746008576,12/3/2015 16:14
QTXAPP01S2_VOL2,[QTXAPP01S2_VOL2] QTMMAP6/,QTMMAP6_2.vmdk,75161927680,12/6/2015 3:56
QTWSOLR01S1_VOL4,[QTWSOLR01S1_VOL4] qtwhvvm1/,qtwhvvm1_1.vmdk,502,5/20/2014 14:06
QTWAPP02S1_VOL1,[QTWAPP02S1_VOL1] REBELDOC7/,REBELDOC7_1.vmdk,72746008576,9/17/2015 19:01
QTWAPP02S2_VOL2,[QTWAPP02S2_VOL2] REBELJDIO10/,REBELJDIO10_1.vmdk,72746008576,9/17/2015 18:35
QTWAPP02S1_VOL1,[QTWAPP02S1_VOL1] REBELJDIO13/,REBELJDIO13_1.vmdk,72746008576,9/17/2015 18:15
QTWAPP02S1_VOL2,[QTWAPP02S1_VOL2] REBELJDIO14/,REBELJDIO14_1.vmdk,72746008576,9/17/2015 20:59
QTWAPP02S1_VOL3,[QTWAPP02S1_VOL3] REBELJDIO15/,REBELJDIO15_1.vmdk,72746008576,9/18/2015 2:56
QTWAPP02S1_VOL1,[QTWAPP02S1_VOL1] REBELJDIO3/,REBELJDIO3_1.vmdk,72746008576,9/18/2015 14:33
QTWAPP02S1_VOL2,[QTWAPP02S1_VOL2] REBELJDIO4/,REBELJDIO4_1.vmdk,72746008576,9/18/2015 15:39
QTWAPP02S1_VOL3,[QTWAPP02S1_VOL3] REBELJDIO5/,REBELJDIO5_1.vmdk,72746008576,9/18/2015 15:28
QTWAPP02S1_VOL4,[QTWAPP02S1_VOL4] REBELJDIO6/,REBELJDIO6_1.vmdk,72746008576,9/18/2015 15:47
QTWAPP02S2_VOL1,[QTWAPP02S2_VOL1] REBELJDIO7/,REBELJDIO7_1.vmdk,72746008576,9/18/2015 16:50
QTWAPP02S2_VOL3,[QTWAPP02S2_VOL3] REBELJDIO9/,REBELJDIO9_1.vmdk,72746008576,9/18/2015 16:40
DEVAPP01_VOL9,[DEVAPP01_VOL9] testcopy7/,testcopy7_1-000001.vmdk,64424509440,10/14/2015 16:14
DEVAPP01_VOL9,[DEVAPP01_VOL9] testcopy7/,testcopy7-000001.vmdk,64424509440,10/14/2015 16:14
DEVAPP01_VOL10,[DEVAPP01_VOL10] vmtoolupgtest1/,vmtoolupgtest1.vmdk,64424509440,11/25/2015 13:43
DEVAPP01_VOL10,[DEVAPP01_VOL10] vmtoolupgtest1/,vmtoolupgtest1_1.vmdk,64424509440,11/25/2015 13:43
MGMTGUEST2,[MGMTGUEST2] vThunder 4.0 GA/,vThunder 4.0 GA.vmdk,12884901888,2/19/2016 16:37
DEVAPP01_VOL8,[DEVAPP01_VOL8] Win2012R2-Test/,Win2012R2-Test.vmdk,64424509440,5/14/2015 13:51
DEVAPP01_VOL8,[DEVAPP01_VOL8] Win2012R2-Test/,Win2012R2-Test_1.vmdk,64424509440,5/14/2015 13:51
